,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,pred
2287,45,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,28,United-States,0
2288,48,Private,12th,8,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,50,United-States,0
2289,30,Private,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
2290,39,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
2291,26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States,0
2292,36,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2293,36,Self-emp-not-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,0
2294,36,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
2296,56,Local-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,0
2297,27,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,1876,75,United-States,0
2298,46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,India,0
2299,26,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
2300,24,Private,11th,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,35,Jamaica,0
2301,40,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,China,1
2302,19,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,30,United-States,0
2303,59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
2304,40,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,0
2305,45,Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0
2306,46,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,0
2307,20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,0
2308,53,Self-emp-inc,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,60,United-States,0
2309,33,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,70,United-States,0
2311,25,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
2312,20,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,45,United-States,0
2313,59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2314,25,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,0
2315,41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,55,United-States,0
2316,44,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,99,United-States,0
2317,51,Private,HS-grad,9,Widowed,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,0
2319,21,Private,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,3908,0,40,United-States,0
2320,22,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,0
2321,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
2322,77,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,Cuba,0
2323,36,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
2324,61,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,0
2325,24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
2326,44,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
2327,72,Private,9th,5,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,0
2328,60,Private,Some-college,10,Separated,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Female,0,0,30,United-States,0
2329,43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
2330,25,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,0
2331,24,Private,HS-grad,9,Divorced,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,48,United-States,0
2332,31,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,8,United-States,0
2333,23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,0
2334,65,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States,0
2335,42,Private,5th-6th,3,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico,0
2336,42,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States,0
2337,40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,1
2338,44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Vietnam,0
2339,43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2340,48,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2342,22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
2343,47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,0
2344,37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
2346,50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7298,0,40,Philippines,1
2347,30,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,4787,0,45,United-States,0
2348,61,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
2349,44,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
2350,36,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,1
2351,26,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
2352,58,Federal-gov,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2353,34,Private,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,45,United-States,0
2354,30,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,United-States,0
2355,38,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
2356,44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
2357,23,Private,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
2358,39,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1
2359,26,State-gov,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
2360,39,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,Columbia,0
2361,24,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
2362,39,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
2363,38,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1
2364,31,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,0,0,25,United-States,0
2365,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,16,United-States,0
2367,24,Private,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
2368,47,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
2369,34,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
2370,56,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States,1
2372,47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1
2373,54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,55,United-States,1
2374,25,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0
2375,77,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,6,United-States,0
2376,25,Local-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
2377,53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
2378,38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,22,United-States,0
2379,48,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,7298,0,38,United-States,1
2380,22,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
2381,28,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
2382,38,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
2383,27,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,50,United-States,0
2384,73,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,15,United-States,0
2385,31,Private,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
2386,27,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
2387,30,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,0
2388,29,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,0
2389,45,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,24,Canada,0
2391,25,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,15,Mexico,0
2392,54,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
2393,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
2394,30,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,66,United-States,0
2395,28,Private,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
2396,54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0
2397,34,Self-emp-not-inc,Assoc-voc,11,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,0
2398,30,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,1
2399,39,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
2400,39,Local-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,0
2401,52,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2402,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
2403,29,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,55,Outlying-US(Guam-USVI-etc),0
2405,43,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
2406,61,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
2407,27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,55,United-States,1
2408,37,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
2409,42,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,0
2410,22,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,40,Peru,0
2411,28,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
2412,56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1
2414,47,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
2415,21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,32,United-States,0
2416,50,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
2418,23,Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,0
2419,47,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
2420,33,Private,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
2421,37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
2422,43,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
2423,52,Private,9th,5,Separated,Other-service,Not-in-family,Black,Female,0,0,30,United-States,0
2424,61,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
2425,41,Private,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
2426,35,Private,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
2427,29,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,0
2428,55,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
2429,48,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
2430,24,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,0
2431,24,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
2432,47,Private,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
2433,35,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
2434,46,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
2435,34,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,1
2436,54,State-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,0
2437,26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
2438,36,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,40,United-States,0
2439,40,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
2440,29,Private,1st-4th,2,Never-married,Other-service,Not-in-family,White,Male,0,0,20,El-Salvador,0
2441,34,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0
2442,41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,13550,0,44,United-States,0
2443,37,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,43,United-States,1
2444,23,Private,12th,8,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,21,Mexico,0
2445,34,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,0
2446,41,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
2447,76,Local-gov,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,13,United-States,0
2449,43,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,50,Canada,0
2450,36,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,0
2451,20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,0
2452,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,1602,20,United-States,0
2453,20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
2454,37,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0
2455,45,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
2457,41,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
2458,23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,0
2459,33,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,15,United-States,0
2460,39,Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Male,14344,0,40,United-States,0
2461,24,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
2462,45,Private,Doctorate,16,Divorced,Prof-specialty,Unmarried,Black,Female,0,3004,35,United-States,1
2463,38,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,0
2464,25,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,0
2465,62,Private,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,21,United-States,0
2466,37,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0
2467,24,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Male,0,0,45,United-States,0
2469,23,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
2470,54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
2471,37,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,0
2472,54,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,1
2473,59,Private,7th-8th,4,Never-married,Farming-fishing,Unmarried,White,Male,4865,0,40,United-States,0
2474,35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,0
2475,18,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0
2476,52,Local-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
2477,33,Private,7th-8th,4,Never-married,Sales,Not-in-family,White,Male,0,0,43,Mexico,0
2478,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,0
2479,35,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,60,United-States,0
2480,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2481,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
2482,68,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,0
2483,43,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
2484,38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,1
2485,35,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,0
2486,59,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,0
2487,38,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
2488,41,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,62,United-States,0
2489,36,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,0
2490,51,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Canada,0
2491,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,United-States,0
2492,52,Private,HS-grad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,0
2493,19,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
2494,35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
2495,18,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,0
2496,50,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
2497,20,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,0
2498,36,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0
2499,33,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
2500,39,Private,12th,8,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,0
2501,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2502,58,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
2503,41,Federal-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,1
2504,40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,1
2505,32,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2506,47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,1
2507,61,Self-emp-inc,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,0
2508,56,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,48,United-States,1
2509,58,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
2510,19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
2511,25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,0
2512,36,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Guatemala,0
2513,25,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
2514,20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,0
2515,25,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,0
2516,30,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,0
2517,29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2518,25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
2519,26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
2520,40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1
2521,41,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1
2522,24,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,15,United-States,0
2523,21,Self-emp-inc,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
2524,22,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,0
2525,29,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Japan,1
2526,47,Federal-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
2527,33,Private,HS-grad,9,Never-married,Other-service,Other-relative,Amer-Indian-Eskimo,Female,0,0,36,United-States,0
2528,17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0
2529,35,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,0
2530,29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
2531,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,South,0
2532,54,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0
2533,57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
2534,17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,6,United-States,0
2535,34,State-gov,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,0
2536,37,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,213,45,United-States,0
2537,66,Private,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,16,United-States,0
2538,40,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0
2539,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
2540,23,Private,9th,5,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0
2541,22,Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Greece,0
2542,43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,Italy,1
2543,30,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
2544,43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,1
2545,59,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1
2546,17,Private,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,0
2547,26,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,20,India,0
2548,29,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,13550,0,35,United-States,0
2549,56,Self-emp-not-inc,Some-college,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Female,27828,0,20,United-States,0
2550,55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
2551,23,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,60,United-States,0
2552,18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,0
2553,59,Self-emp-not-inc,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0
2554,39,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
2555,41,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
2556,51,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,0
