,age,type_employer,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,pred
752,41,Private,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,55,United-States,-0.308221788692
753,20,Federal-gov,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,-5.45742825874
754,28,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,0,0,5,United-States,-1.53131898259
755,27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-1.71155257734
756,22,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,-3.5353602306
757,32,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,-0.221135887773
758,49,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,60,United-States,0.440454218149
759,24,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,45,United-States,-2.5157491046
760,27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-3.11101016574
761,34,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Germany,-2.39357886923
762,42,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,1.2836536869
763,21,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,-6.2556231001
764,38,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,-0.399435821071
765,20,Self-emp-not-inc,10th,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,-7.69815946029
766,33,Private,5th-6th,3,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,-5.93963565688
767,55,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,45,United-States,-2.89408266797
768,46,State-gov,Some-college,10,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,-2.38526907561
769,53,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,1876,38,United-States,-1.03592103877
770,35,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-3.47579517607
771,57,Private,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0.831792291212
772,54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1.50523573759
773,79,Federal-gov,Doctorate,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States,1.76302354904
774,48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,-0.415550908484
775,37,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0.727468296155
776,41,Private,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,-1.86656778972
777,39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1977,20,United-States,0.368313795621
778,67,?,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,49,United-States,-1.73345285923
779,32,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,-3.46094893835
780,33,Private,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,-2.37586921488
781,47,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,-2.80523197605
782,43,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,2.51963676019
783,31,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-1.93091436696
784,40,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,0.435681320907
785,34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,15,United-States,-4.62007406
786,26,?,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,60,United-States,-3.70173285038
787,30,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,-2.97961967939
788,22,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,-5.36132041695
789,65,Private,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,15,United-States,-4.28241611536
790,35,Private,12th,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,-4.40504207277
791,37,Local-gov,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,-1.93167678802
792,37,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0.767540839137
793,36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,-0.677354056027
794,44,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,-0.134925022342
795,35,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,-2.53422321326
796,49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Columbia,-0.877451945994
797,46,Federal-gov,Assoc-voc,11,Separated,Tech-support,Not-in-family,Other,Female,0,0,30,United-States,-2.04890585907
798,34,Federal-gov,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1.59473074377
799,22,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,-5.86716558618
800,39,Local-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,-3.05871960358
801,37,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,-3.10489704085
802,33,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,41,United-States,-1.06901425723
803,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Poland,-2.37549392916
804,28,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,60,United-States,-4.15450524265
805,25,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-3.25670172686
806,35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0.115914956212
807,44,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,-1.04476057577
808,24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,-5.81308739644
809,35,Private,HS-grad,9,Separated,Other-service,Own-child,Black,Female,0,0,30,United-States,-5.19228918955
810,42,Local-gov,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,-3.86189375066
811,39,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,-2.90533483943
812,20,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,-7.62204235523
813,56,Self-emp-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0.340118643024
814,27,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,-4.95676901404
815,29,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,4386,0,40,United-States,-2.65158918861
816,54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,15,United-States,-2.51322680557
817,52,Private,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,15020,0,50,United-States,0.130699455292
818,51,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,1876,40,United-States,-2.94768416713
819,46,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1.64424215428
820,33,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-1.81209974502
821,60,Private,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,20,United-States,-4.45057452875
822,33,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-2.30128030166
823,67,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,8,United-States,-3.32582637796
824,62,Self-emp-not-inc,HS-grad,9,Widowed,Adm-clerical,Other-relative,White,Female,0,0,30,United-States,-4.29276317784
825,45,Private,Bachelors,13,Widowed,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,-1.72791498883
826,41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-0.972024332321
827,44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.624887909489
828,44,Self-emp-inc,Some-college,10,Divorced,Other-service,Unmarried,White,Male,0,0,80,United-States,-1.95623489469
829,33,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-3.52719229091
830,51,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,1.39002808703
831,20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,-6.47875775027
832,29,Private,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,England,-3.20433261225
833,21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,-5.40619291162
834,52,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0.758826776442
835,29,Private,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,-0.46155907889
836,47,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,-0.331511304229
837,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-2.6272900554
838,18,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,1055,0,25,United-States,-6.83896703501
839,59,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,-2.0677021664
840,33,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,-3.84795039837
841,20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,15,United-States,-6.66107570204
842,30,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,-4.72451466013
843,26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,-2.37838845327
844,33,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,3325,0,50,United-States,-2.32787497485
845,55,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,-1.29180924518
846,19,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,-4.51716759974
847,35,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,-3.71670900131
848,34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,53,United-States,0.556731977766
849,25,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-2.41925676429
850,35,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,36,United-States,0.158275385056
851,48,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,-1.58362725446
852,68,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,24,United-States,-0.573497791989
853,39,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.427168736695
854,33,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,-1.87604757476
855,36,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,-4.25416222958
856,29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,Yugoslavia,-0.369916833663
857,50,Private,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,?,-3.12318511004
858,51,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,-0.667869838196
859,90,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,-4.61908451752
860,45,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,-1.04962435741
861,34,Private,10th,6,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,44,?,-5.21920849485
862,50,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1.00741667359
863,30,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,-1.84515051537
864,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,45,United-States,0.924841914474
865,21,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,-4.58981579921
866,31,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,-1.65913728306
867,66,Local-gov,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,-1.41317001639
868,26,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,-2.25433696655
869,28,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,-3.69733936933
870,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,2.03895879992
871,53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,-0.155304666395
872,59,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,20,Puerto-Rico,-3.49496304346
873,38,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,70,United-States,0.146121527849
874,90,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-1.16599393992
875,29,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,-3.09038263094
876,19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,-5.97103621692
877,50,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,65,United-States,-1.99769469464
878,45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,United-States,1.480185318
879,25,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,35,United-States,-3.23695895934
880,29,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,80,United-States,2.49975655469
881,57,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-2.0393220136
882,33,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0.913579338336
883,31,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,80,United-States,-1.86607950468
884,36,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,-1.65588270172
885,50,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,-3.31254768295
886,38,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,-0.48246386976
887,43,Private,10th,6,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,-4.18743572126
888,32,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,0.524293116225
889,75,?,9th,5,Married-civ-spouse,?,Husband,Black,Male,1409,0,5,United-States,-3.64333741495
890,39,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,-2.90533483943
891,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,-0.510101253589
892,20,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Mexico,-7.88549193689
893,62,Local-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,-3.29761622954
894,62,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,16,United-States,-3.77421755811
895,56,Private,7th-8th,4,Widowed,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,-4.37477063987
896,55,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1887,40,United-States,-0.340626324266
897,25,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,-4.34607756977
898,71,Local-gov,HS-grad,9,Widowed,Exec-managerial,Other-relative,White,Female,0,0,33,United-States,-2.91127098431
899,41,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,-1.25155168406
900,47,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1.1090229183
901,30,Private,Prof-school,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,40,?,-1.34664576501
902,44,Private,Assoc-voc,11,Never-married,Priv-house-serv,Not-in-family,White,Male,594,0,25,United-States,-5.72027840533
903,23,Private,7th-8th,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,-6.85527938179
904,63,?,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States,-1.22478337567
905,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,-3.09211432936
906,36,Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,2907,0,40,Nicaragua,-5.39886291755
907,53,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1.61222753556
908,33,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,84,Taiwan,0.292562839843
909,34,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,55,United-States,-3.18239021509
910,43,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,55,United-States,-1.92032884878
911,47,Private,11th,7,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,-3.9236513297
912,23,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,-4.78350445103
913,45,Private,10th,6,Divorced,Other-service,Not-in-family,Black,Female,0,0,38,Dominican-Republic,-6.09882276542
914,38,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,70,United-States,-1.2466439378
915,49,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Germany,0.0564864850603
916,61,Private,5th-6th,3,Married-civ-spouse,Farming-fishing,Other-relative,White,Female,0,0,45,Mexico,-2.92276789702
917,33,Private,Assoc-voc,11,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,-3.87902620655
918,41,Private,11th,7,Widowed,Other-service,Unmarried,White,Female,0,0,40,United-States,-4.49630663217
919,40,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,53,United-States,-0.499558689986
920,33,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,-2.6207706193
921,23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,-6.76453360678
922,41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-0.972024332321
923,45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-0.706552280507
924,38,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-0.836795692465
925,37,Private,HS-grad,9,Separated,Craft-repair,Other-relative,Black,Male,0,0,40,United-States,-2.54569917637
926,46,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40,United-States,-0.566627976414
927,36,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,-0.0516130609718
928,24,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,-6.02401896588
929,20,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,-6.97352465823
930,68,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,2.73907341235
931,60,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,28,United-States,-1.44181491824
932,18,?,12th,8,Never-married,?,Other-relative,Black,Male,0,0,20,United-States,-6.69228284213
933,64,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,-1.05056916431
934,23,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,-5.12085412323
935,62,Without-pay,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,-1.63295206089
936,42,Self-emp-not-inc,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Male,0,0,60,United-States,0.174100575211
937,23,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,-4.8368006675
938,28,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,45,United-States,-3.54516351593
939,35,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,-2.87375624452
940,43,Local-gov,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,22,United-States,-2.35800016204
941,32,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,0.319630283705
942,45,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0.392370822122
943,36,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Female,0,0,37,United-States,-3.53341111869
944,52,Self-emp-inc,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0.137152094883
945,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1887,20,United-States,-1.96591890669
946,42,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3908,0,40,United-States,-0.562188519786
947,24,Private,12th,8,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,-5.20047930137
948,60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.681136751743
949,56,Private,7th-8th,4,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,-3.58015218337
950,38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,-1.43576449266
951,24,State-gov,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,65,United-States,-3.64222315816
952,31,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,United-States,-1.90668799684
953,61,?,Some-college,10,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,United-States,-2.2849953227
954,48,Private,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,3781,0,50,Mexico,-2.48630349705
955,48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-0.298159693189
956,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,0.983721877492
957,28,Local-gov,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Male,0,0,50,United-States,-1.90100205526
958,37,Self-emp-not-inc,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,15,United-States,-2.5545715397
959,54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1.50523573759
960,53,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,-0.239559133065
961,26,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,25,United-States,-6.29821677763
962,46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,-0.504083899385
963,59,?,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,40,United-States,-0.653233319395
964,83,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,8,United-States,-2.95650768536
965,31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,-1.44333271209
966,32,Self-emp-not-inc,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,-1.40861487346
967,19,?,Some-college,10,Never-married,?,Own-child,White,Female,594,0,10,United-States,-6.18843395003
968,18,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,-5.19743238933
969,23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,-4.39381703951
970,40,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0.00584072209181
971,27,?,5th-6th,3,Married-civ-spouse,?,Wife,White,Female,0,0,40,Mexico,-3.86168597141
972,48,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,-1.69652660842
973,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,0.718852236298
974,32,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1.49596302448
975,51,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,-0.871257087565
976,28,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,-1.70914271581
977,34,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,7443,0,35,United-States,-3.33722307127
978,36,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,-2.65116316696
979,60,?,9th,5,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,-1.81723213025
980,23,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,-3.6008053413
981,32,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,45,United-States,-3.01901377349
982,33,Private,Bachelors,13,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,24,United-States,-3.47290704762
983,30,Self-emp-not-inc,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,-3.17428857198
984,46,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,0.578449139643
985,18,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,-5.24788852672
986,25,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,-4.93388832693
987,58,Self-emp-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,-1.29042497433
988,62,?,10th,6,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,-2.08886255638
